19.04.2015;21:54:58;0;0;1;0;60.7;60;
19.04.2015;21:55:03;0;0;1;0;60.7;60;
19.04.2015;21:55:08;0;0;1;0;60.7;60;
19.04.2015;21:55:13;0;0;1;0;60.7;60;
19.04.2015;21:55:18;0;0;1;0;60.7;60;
19.04.2015;21:55:23;0;0;1;0;60.7;60;
19.04.2015;21:55:28;0;0;1;0;60.7;60;
19.04.2015;21:55:33;0;0;1;0;60.7;60;
19.04.2015;21:55:38;0;0;0;0;59.9;60;
19.04.2015;21:55:43;0;0;0;0;61.9;60;
19.04.2015;21:55:48;1;0;0;0;61.4;60;
19.04.2015;21:55:53;0;0;1;0;61.4;60;
19.04.2015;21:55:58;1;0;0;0;61.4;99;
19.04.2015;21:56:03;1;0;0;0;61.4;99;
19.04.2015;21:56:08;1;0;0;0;78.1;99;
19.04.2015;21:56:13;1;0;0;0;98.8;99;
19.04.2015;21:56:18;1;0;0;0;98.8;99;
19.04.2015;21:56:23;1;0;0;0;98.8;99;
19.04.2015;21:56:28;1;0;0;0;98.8;99;
19.04.2015;21:56:33;1;0;0;0;98.8;99;
19.04.2015;21:56:38;1;0;0;0;98.8;99;
19.04.2015;21:56:43;1;0;0;0;98.8;99;
19.04.2015;21:56:48;1;0;0;0;98.8;99;
19.04.2015;21:56:53;1;0;0;0;98.8;99;
19.04.2015;21:56:58;0;0;1;0;98.8;20;
19.04.2015;21:57:03;0;0;1;0;98.8;20;
19.04.2015;21:57:08;0;0;1;0;98.8;20;
19.04.2015;21:57:13;0;0;1;0;98.8;20;
19.04.2015;21:57:18;1;0;0;0;19.2;20;
19.04.2015;21:57:23;1;0;0;0;19.2;20;
19.04.2015;2
