20.04.2014;10:26:33;1;1;0;0;21.1;58;
20.04.2014;10:26:38;1;1;0;0;21.2;58;
20.04.2014;10:26:43;1;1;0;0;21.3;58;
20.04.2014;10:26:48;1;1;0;0;21.4;58;
20.04.2014;10:26:53;1;1;0;0;21.5;58;
20.04.2014;10:26:58;1;0;0;0;21.6;58;
20.04.2014;10:27:03;1;0;0;0;21.7;58;
20.04.2014;10:27:08;1;1;0;0;21.8;58;
20.04.2014;10:27:13;1;1;0;0;21.9;58;
20.04.2014;10:27:18;1;1;0;0;22;58;
20.04.2014;10:27:23;1;1;0;0;22.1;58;
20.04.2014;10:27:28;1;1;0;0;22.2;58;
20.04.2014;10:27:33;1;1;0;0;22.3;58;
20.04.2014;10:27:38;1;0;0;0;22.4;58;
20.04.2014;10:27:43;1;0;0;0;22.5;58;
20.04.2014;10:27:48;1;1;0;0;22.6;58;
20.04.2014;10:27:53;1;1;0;0;22.7;58;
20.04.2014;10:27:58;1;1;0;0;22.8;58;
20.04.2014;10:28:03;1;1;0;0;22.9;58;
20.04.2014;10:28:08;1;1;0;0;23;58;
20.04.2014;10:28:13;1;1;0;0;23.1;58;
20.04.2014;10:28:18;1;0;0;0;23.2;58;
20.04.2014;10:28:23;1;0;0;0;23.3;58;
20.04.2014;10:28:28;1;1;0;0;23.4;58;
20.04.2014;10:28:33;1;1;0;0;23.5;58;
20.04.2014;10:28:38;1;1;0;0;23.6;58;
20.04.2014;10:28:43;1;1;0;0;23.7;58;
20.04.2014;10:28:48;1;1;0;0;23.8;58;
20.04.2014;10:28:53;1;1;0;0;23.9;58;
20.04.2014;10:28:58;1;0;0;0;24;58;
20.04.2014;10:29:03;1;0;0;0;24.1;58;
20.04.2014;10:29:08;1;1;0;0;24.2;58;
20.04.2014;10:29:13;1;1;0;0;24.3;58;
20.04.2014;10:29:18;1;1;0;0;24.4;58;
20.04.2014;10:29:23;1;1;0;0;24.5;58;
20.04.2014;10:29:28;1;1;0;0;24.6;58;
20.04.2014;10:29:33;1;1;0;0;24.7;58;
20.04.2014;10:29:38;1;0;0;0;24.8;58;
20.04.2014;10:29:43;1;0;0;0;24.9;58;
20.04.2014;10:29:48;1;1;0;0;25;58;
20.04.2014;10:29:53;1;1;0;0;25.1;58;
20.04.2014;10:29:58;1;1;0;0;25.2;58;
20.04.2014;10:30:03;1;1;0;0;25.3;58;
20.04.2014;10:30:08;1;1;0;0;25.4;58;
20.04.2014;10:30:13;1;1;0;0;25.5;58;
20.04.2014;10:30:18;1;0;0;0;25.6;58;
20.04.2014;10:30:23;1;0;0;0;25.7;58;
20.04.2014;10:30:28;1;1;0;0;25.8;58;
20.04.2014;10:30:33;1;1;0;0;25.9;58;
20.04.2014;10:30:38;1;1;0;0;26;58;
20.04.2014;10:30:43;1;1;0;0;26.1;58;
20.04.2014;10:30:48;1;1;0;0;26.2;58;
20.04.2014;10:30:53;1;1;0;0;26.3;58;
20.04.2014;10:30:58;1;0;0;0;26.4;58;
20.04.2014;10:31:03;1;0;0;0;26.5;58;
20.04.2014;10:31:08;1;1;0;0;26.6;58;
20.04.2014;10:31:13;1;1;0;0;26.7;58;
20.04.2014;10:31:18;1;1;0;0;26.8;58;
20.04.2014;10:31:23;1;1;0;0;26.9;58;
20.04.2014;10:31:28;1;1;0;0;27;58;
20.04.2014;10:31:33;1;1;0;0;27.1;58;
20.04.2014;10:31:38;1;0;0;0;27.2;58;
20.04.2014;10:31:43;1;0;0;0;27.3;58;
20.04.2014;10:31:48;1;1;0;0;27.4;58;
20.04.2014;10:31:53;1;1;0;0;27.5;58;
20.04.2014;10:31:58;1;1;0;0;27.6;58;
20.04.2014;10:32:03;1;1;0;0;27.7;58;
