19.04.2014;20:16:58;1;1;0;0;21.3;58;
19.04.2014;20:17:03;1;1;0;0;21.4;58;
19.04.2014;20:17:08;1;1;0;0;21.5;58;
19.04.2014;20:17:13;1;1;0;0;21.6;58;
19.04.2014;20:17:18;1;1;0;0;21.7;58;
19.04.2014;20:17:23;1;1;0;0;21.8;58;
19.04.2014;20:17:28;1;0;0;0;21.9;58;
19.04.2014;20:17:33;1;0;0;0;22;58;
19.04.2014;20:17:38;1;1;0;0;22.1;58;
19.04.2014;20:17:43;1;1;0;0;22.2;58;
19.04.2014;20:17:48;1;1;0;0;22.3;58;
19.04.2014;20:17:53;1;1;0;0;22.4;58;
19.04.2014;20:17:58;1;1;0;0;22.5;58;
19.04.2014;20:18:03;1;1;0;0;22.6;58;
19.04.2014;20:18:08;1;0;0;0;22.7;58;
19.04.2014;20:18:13;1;0;0;0;22.8;58;
19.04.2014;20:18:18;1;1;0;0;22.9;58;
19.04.2014;20:18:23;1;1;0;0;23;58;
19.04.2014;20:18:28;1;1;0;0;23.1;58;
19.04.2014;20:18:33;1;1;0;0;23.2;58;
19.04.2014;20:18:38;1;1;0;0;23.3;58;
19.04.2014;20:18:43;1;1;0;0;23.4;58;
19.04.2014;20:18:48;1;0;0;0;23.5;58;
19.04.2014;20:18:53;1;0;0;0;23.6;58;
19.04.2014;20:18:58;1;1;0;0;23.7;58;
19.04.2014;20:19:03;1;1;0;0;23.8;58;
19.04.2014;20:19:08;1;1;0;0;23.9;58;
19.04.2014;20:19:13;1;1;0;0;24;58;
19.04.2014;20:19:18;1;1;0;0;24.1;58;
19.04.2014;20:19:23;1;1;0;0;24.2;58;
19.04.2014;20:19:28;1;0;0;0;24.3;58;
19.04.2014;20:19:33;1;0;0;0;24.4;58;
19.04.2014;20:19:38;1;1;0;0;24.5;58;
19.04.2014;20:19:43;1;1;0;0;24.6;58;
19.04.2014;20:19:48;1;1;0;0;24.7;58;
19.04.2014;20:19:53;1;1;0;0;24.8;58;
19.04.2014;20:19:58;1;1;0;0;24.9;58;
19.04.2014;20:20:03;1;1;0;0;25;58;
19.04.2014;20:20:08;1;0;0;0;25.1;58;
19.04.2014;20:20:13;1;0;0;0;25.2;58;
19.04.2014;20:20:18;1;1;0;0;25.3;58;
